text,class
"Good evening, I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened? Best Regards",cash
"Good afternoon, I depositedd cash this morning, but it's not showing up in my account. Can you tell me where's my money? kind Regards",cash
"Good afternoon, I changed the currency, but why is itt costing more? best Regards",card
"hi, ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here witth only 10 pounds and itt's telling me itt gave me 30 pounds. I need assistance now! Best Regards",cash
"good morning, How longg does a payment show as pending before i should worry about it? Best Regards",card
"good morning, Where is my recent refund in thee my statement? Kind Regards",others
"Hello, My wallet is empty even though I topped it up an hour ago. thanks",card
"hi, What is your refund policy for products I have purchasedd? Thanks",others
"Hi, How is thee PIN delivered? best Regards",card
"Hi, I need to order a new card as my old one will expire soon. Can you tell me how to order a new one? thanks",card
"hi, Are there limits as to where my card will be accepted? Best Regards",card
"Good morning, How do I knoww which countries you provide service in? Kind Regards",others
"Hello, I haven't received my virtual card. Best Regards",card
"good afternoon, Is there aa limit for top ups? Kind Regards",others
"Good afternoon, I still want too use my account but haven't verified is that OK? Thanks",others
"Hello, I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on? Thanks",others
"good evening, I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? thanks",cash
"good evening, I would like for someone to tell me which fiat currencies that your company supports. kind Regards",others
"Good evening, Can I use my card in another institutions ATM? Thanks",others
"good afternoon, I requested a refund directly from the seller but I still don't have it. I just want you too send me my money back. I did what you said too do and I still don't have it. best Regards",others
"good afternoon, Would I be able too open an account for my daughter? thanks",others
"Good morning, Can I top up my accountt with Google Pay? Kind Regards",others
"Good morning, You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images aree clear and have no glaree or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account. best Regards",others
"good morning, European bank card for top up will come with anyy extra fees? kind Regards",card
"hi, Please list what fiat currencies are supportedd for both holding and exchanging. Thanks",others
"good evening, I'm supposed to be gettingg a refund but it hasn't shown up, now what? Kind Regards",others
"good evening, phone iis gone, what should ii do Thanks",security
"Good morning, My PIN is not working, can you help? kind Regards",security
"Good evening, My topp up is still pending Thanks",others
"Hi, Please show me how my friend can send me moneyy. Kind Regards",others
"good evening, Wheree do I go to reset my passcode? thanks",security
"good evening, Do you offer free ATM withdrawals of ones hometown currency while on holiday? Best Regards",cash
"good morning, Is it possible to give a second card from my account to my daughter? Kind Regards",card
"good afternoon, I transferred a paymeent a couple days ago and it shows done, but it has not been received.  Could you please help mee? Thanks",transfer
"hello, Will I be charged for receiving the money? Kind Regards",transfer
"Good evening, Do you havee a problem with EUR exchanges? Kind Regards",others
"good morning, Can you please refund my item? best Regards",others
"good afternoon, There is a payment that i made that i noticed has not gone thru yet. Cann i ask why? Best Regards",card
"good afternoon, Please explain why my transfer attempt was declinedd. Thank you. best Regards",transfer
"Hi, Iss there a reason why my virtual card won't work? kind Regards",card
"Good afternoon, My transfer is failing when I try too do it. Best Regards",transfer
"good afternoon, Can I exchange currencies with the app? kind Regards",others
"Good evening, Is it possible too exchange currencies on the app? kind Regards",others
"good morning, I made a payment a while ago and it is still showing as ""pendingg"" in the account. How long will this payment take to complete? kind Regards",card
"Good evening, Why have I been charged for pulling cash out of my own account? best Regards",cash
"good afternoon, How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok kind Regards",transfer
"Good afternoon, For what reason is my transfer still pendingg now? best Regards",transfer
"good afternoon, Can I have a third card? Thanks",card
"Good morning, I don't know where a direct debit payment came from best Regards",others
"Hi, I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed. Thanks",card
"good afternoon, How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? kind Regards",cash
"Hi, What happens when a payment is revertedd? Thanks",card
